Xval_orig_1,Xval_orig_2,Xval_orig_3,Xval_bias,Xval_norm_1,Xval_norm_2,Xval_norm_3,yval_loss,yval_def,pred_log,pval,pred_loss,pred_comb,pred_log_ok,pred_loss_05,pred_loss_25,pred_loss_50,pred_loss_75,pred_loss_85
602.31,3061509.85,3062266.42,1,-0.0964881670918582,-0.150297268002256,-0.150313965271751,0,0,0,0.401159806402415,0.816621446713782,0,1,1,1,1,1,1
2130.29,9681.86,10704.91,1,0.167841159587348,-0.546739374953068,-0.546670078910646,0,0,0,0.324575174045052,0.738551278477644,0,1,1,1,1,1,1
3004.52,2288903.75,2290350.93,1,0.319076533913428,-0.25066124366887,-0.25057523238744,0,0,0,0.317207361078036,0.688390682854902,0,1,1,1,1,1,1
1655.58,875383.22,876201.2,1,0.0857198133211105,-0.434282030609561,-0.434253945482196,0,0,0,0.325002852593454,0.725342238713893,0,1,1,1,1,1,1
181.03,795747.49,795837.97,1,-0.169366515462528,-0.444626963775262,-0.444692030186663,0,0,0,0.320527608852308,0.719108388566838,0,1,1,1,1,1,1
14.07,54214.97,54222,1,-0.198249370200391,-0.540954383133306,-0.541017803964606,0,0,0,0.322682056453967,0.734971240607365,0,1,1,1,1,1,1
226.21,1210221.9,1210334.97,1,-0.161550707023042,-0.390785427189318,-0.390854537645022,0,0,0,0.319116145307776,0.709881052679521,0,1,1,1,1,1,1
340.77,2320106.62,2320276.79,1,-0.141732667739563,-0.246607892180435,-0.246688272374334,0,0,0,0.315291890349001,0.685065151681215,0,1,1,1,1,1,1
515.64,1847889.19,1848145.06,1,-0.111481441050475,-0.307950429669941,-0.308011728255913,0,0,0,0.317575318540474,0.696741680928767,0,1,1,1,1,1,1
230.66,178262.68,178374.14,1,-0.160780889680064,-0.524840193317902,-0.524892138612918,0,0,0,0.322454283549042,0.732510428077376,0,1,1,1,1,1,1
14.92,1217995.55,1218388.6,1,-0.19810232643825,-0.389775605471057,-0.389808481231929,0,0,0,0.392139848059692,0.832243077372823,0,1,1,1,1,1,1
239.6,7481133.71,7481491.47,1,-0.159234335287656,0.423825847956347,0.423682941024807,0,0,0,0.338552806439319,0.641794845556205,0,1,1,1,1,1,1
376.6,5507611.71,5508028.59,1,-0.135534340683635,0.16745909912337,0.167357097693724,0,0,0,0.34534932674105,0.685390333736791,0,1,1,1,1,1,1
236.43,1399626.79,1399975.26,1,-0.159782722024114,-0.36618113300746,-0.366222857081666,0,0,0,0.361802841888835,0.779725280687899,0,1,1,1,1,1,1
564.38,2570517.32,2570914.32,1,-0.103049778736606,-0.214078750355824,-0.214133884400404,0,0,0,0.336535283883458,0.718015552128918,0,1,1,1,1,1,1
457.31,6706245.85,6706713.75,1,-0.121572102986625,0.323165464449934,0.323049909369743,0,0,0,0.342906234536696,0.661758924292144,0,1,1,1,1,1,1
110.03,1063789.99,1063844.99,1,-0.181648994417896,-0.409807395372142,-0.409881582969054,0,0,0,0.319173234012662,0.712384910664355,0,1,1,1,1,1,1
85.44,4139422.29,4139464.99,1,-0.185902883960326,-0.0102730332739774,-0.0104006004506778,0,0,0,0.307235870659934,0.641173205883582,0,1,1,1,1,1,1
1274,2349903.01,2350534.95,1,0.0197092736057663,-0.24273724689183,-0.24275815113504,0,0,0,0.318420351407038,0.689918192049504,0,1,1,1,1,1,1
146.92,2523574.55,2523647.95,1,-0.175267295140945,-0.220176764629855,-0.220273139551456,0,0,0,0.313682292714194,0.678941540661526,0,1,1,1,1,1,1
44.97,1185796.52,1185818.97,1,-0.192903896964886,-0.393958361293731,-0.394038830817593,0,0,0,0.31840733847517,0.70906603817275,0,1,1,1,1,1,1
21.2,274972.41,274983,1,-0.197015932525014,-0.512277293557668,-0.512343968711311,0,0,0,0.321850818842174,0.729926116893466,0,1,1,1,1,1,1
383.96,171439.03,171630.29,1,-0.134261114696149,-0.525726607031898,-0.525768072513711,0,0,0,0.32374435034028,0.734848575765909,0,1,1,1,1,1,1
371.75,487599.13,487784.78,1,-0.13637335509115,-0.484656410222484,-0.484703927303055,0,0,0,0.322544321761977,0.72761421266614,0,1,1,1,1,1,1
117.36,1247228.83,1247441.5,1,-0.180380958210251,-0.385978109952221,-0.386034906786123,0,0,0,0.347210271302936,0.757785503015498,0,1,1,1,1,1,1
332.9,4105102.42,4105368.08,1,-0.143094119984334,-0.0147312929195605,-0.0148293228245864,0,0,0,0.326503091971481,0.675795035615366,0,1,1,1,1,1,1
302.47,3163811.77,3165457.44,1,-0.148358286669008,-0.137007925076375,-0.136910862789431,4,1,1,0.614032448884074,1.14648272168438,1.14648272168438,1,1,1,1,1,1
358,252352.01,252978.32,1,-0.138752004184619,-0.515215755052043,-0.515202075755225,0,0,0,0.410426224930156,0.877022672513931,0,1,1,1,1,1,1
469.06,507307.48,507532.93,1,-0.119539439215842,-0.482096233232128,-0.482138912650751,0,0,0,0.321277300627957,0.725048728490265,0,1,1,1,1,1,1
201.23,455591.39,456727.23,1,-0.165872063703395,-0.488814316869226,-0.488737878372633,3,1,1,0.531176704400128,1.06041164317662,1.06041164317662,1,1,1,1,1,1
10.44,71491.79,71497,1,-0.198877333561067,-0.538710069579379,-0.538774017679888,0,0,0,0.322597427681235,0.734543051263927,0,1,1,1,1,1,1
294.99,375045.51,375191.85,1,-0.149652271775855,-0.49927748139817,-0.499328209334328,0,0,0,0.322470865892648,0.729329847522877,0,1,1,1,1,1,1
0.42,81800.8,82405,1,-0.200610720027726,-0.537370896579338,-0.537357217633943,0,0,0,0.441561100361567,0.928682268386183,0,1,1,1,1,1,1
151.02,378267.5,378342.43,1,-0.174558025229438,-0.498858934708003,-0.498918992072799,0,0,0,0.321921767714129,0.728345098938462,0,1,1,1,1,1,1
260.69,695031.66,695158.37,1,-0.155585920059927,-0.457710268594319,-0.457768933551694,0,0,0,0.320615405853248,0.720881270425252,0,1,1,1,1,1,1
465.71,5395088.15,5395319.28,1,-0.120118964631341,0.152841932836745,0.152717699491811,0,0,0,0.303815710688812,0.614521719418292,0,1,1,1,1,1,1
5200.77,967074.62,969655.92,1,0.699011666388465,-0.422371027786211,-0.422115455237439,0,0,0,0.338963889374349,0.747214101319287,0,1,1,1,1,1,1
227.18,520097.21,520153.76,1,-0.161382904141539,-0.480434806859099,-0.480499639408739,0,0,0,0.311446165349968,0.707472547096359,0,1,1,1,1,1,1
920.07,9739308.97,9739765.92,1,-0.041518019023438,0.717169955446035,0.717001912836066,0,0,0,0.289310656326204,0.517223648980689,0,1,1,1,1,1,1
240.37,572517.82,572637.05,1,-0.159101130938422,-0.473625203846039,-0.473682777684925,0,0,0,0.32149323615912,0.724418572289551,0,1,1,1,1,1,1
26.33,277094.84,277108,1,-0.196128480172324,-0.512001583188731,-0.512067960268184,0,0,0,0.321866316272809,0.72991774911975,0,1,1,1,1,1,1
3727.93,6930278.02,6931203.18,1,0.444221155055723,0.352267951808523,0.352208016698148,0,0,0,0.171182271026489,0.302206736573453,0,1,1,1,1,1,1
928.84,1447242.59,1448867.75,1,-0.040000873383458,-0.35999569000805,-0.359872391177891,1,1,1,0.5566162291242,1.08345730075052,1.08345730075052,1,1,1,1,1,1
570.61,1759426.7,1759710.29,1,-0.101972034456438,-0.31944198687324,-0.319498195637574,0,0,0,0.318204496193379,0.699278392353108,0,1,1,1,1,1,1
224.75,640532.13,641463.18,1,-0.161803276308603,-0.464789929889722,-0.464743204514202,25,1,1,0.485034099043498,0.986603188419394,0.986603188419394,1,0,1,1,1,1
161.24,5642842.39,5642922.98,1,-0.17279004023051,0.185025992106611,0.184878034432794,0,0,0,0.301868452327022,0.607029529973715,0,1,1,1,1,1,1
78.98,971851.26,971871,1,-0.187020416552603,-0.421750527144644,-0.42182774663405,0,0,0,0.315799521018767,0.707918172724476,0,1,1,1,1,1,1
273.32,893813.35,894077.35,1,-0.153401022747163,-0.431887898439426,-0.431932078032497,0,0,0,0.344295634375908,0.758553545604855,0,1,1,1,1,1,1
110.99,1042603.51,1045249.4,1,-0.181482921463007,-0.412559586123912,-0.412296895837259,8,1,1,0.805186171451127,1.54684558448582,1.54684558448582,1,0,1,1,1,1
101.35,480022.83,480227.46,1,-0.183150570718355,-0.485640595551649,-0.485685519833604,0,0,0,0.350244910475135,0.775368858496222,0,1,1,1,1,1,1
356.96,1775532.53,1775907.55,1,-0.138931916552416,-0.317349788623433,-0.317394393042031,0,0,0,0.354313492155287,0.76110760923234,0,1,1,1,1,1,1
401.74,288453.64,290605.15,1,-0.131185305177467,-0.510526039147852,-0.510314865040816,17,1,1,0.711153352023475,1.36050825566281,1.36050825566281,1,0,1,1,1,1
13.09,6202223.96,6202538.9,1,-0.198418903008508,0.257691427028536,0.257564490352096,0,0,0,0.356099192629112,0.692280174520192,0,1,1,1,1,1,1
1021.11,43910.98,45102.23,1,-0.0240388405213195,-0.542292904019472,-0.542202337385491,0,0,0,0.46285122473529,0.96201825391131,0,1,1,1,1,1,1
809.35,1640139.83,1641648.81,1,-0.0606717664873588,-0.334937728517044,-0.334832767537866,0,0,1,0.54342537420667,1.05992484346052,1.05992484346052,0,1,1,1,1,1
97.97,7404837.02,7404885.69,1,-0.183735285913696,0.41391466664597,0.413732897696637,0,0,0,0.294952094084388,0.56576809645594,0,1,1,1,1,1,1
2577.61,7382729.2,7384006.22,1,0.245224236859396,0.41104279091457,0.411020940045801,0,0,0,0.303632292379416,0.581453428762643,0,1,1,1,1,1,1
259.87,2612012.07,2612219.66,1,-0.155727774042229,-0.20868845110852,-0.208768885536287,0,0,0,0.328065739668068,0.702778553328926,0,1,1,1,1,1,1
100.01,832725,832773.09,1,-0.183382380884555,-0.439823468289203,-0.439894663142934,0,0,0,0.319679922444817,0.717032766808188,0,1,1,1,1,1,1
3654.11,19536794.95,19538582.16,1,0.431450836795367,1.98989436765389,1.98973415513915,0,0,0,0.259422565752107,0.299947143674217,0,1,1,1,1,1,1
224.8,961563.61,961675.92,1,-0.161794626675536,-0.423086925413137,-0.423151948120337,0,0,0,0.320066656661534,0.715594673981968,0,1,1,1,1,1,1
2330.4,816109.81,817235.48,1,0.202458721048739,-0.441981834013802,-0.441912786223414,0,0,0,0.322784861809878,0.722277529958092,0,1,1,1,1,1,1
633.76,252642.13,252949.36,1,-0.0910475478926141,-0.515178067546573,-0.515205837263231,0,0,0,0.322901316626659,0.731999190771148,0,1,1,1,1,1,1
202.26,217216.88,217314.15,1,-0.165693881262212,-0.519779919549791,-0.519834363772699,0,0,0,0.322177309738235,0.731398016243702,0,1,1,1,1,1,1
1299.26,74707.38,75336.44,1,0.0240790682312959,-0.538292354269451,-0.538275326923708,0,0,0,0.324564488077394,0.737656239652551,0,1,1,1,1,1,1
10.56,1051835.73,1051841,1,-0.198856574441706,-0.411360291550094,-0.411440737129627,0,0,0,0.318779356083681,0.711905706056541,0,1,1,1,1,1,1
415.19,1087233.21,1087336.19,1,-0.128858553882401,-0.406762046957695,-0.40683039730355,0,0,0,0.301611378792367,0.680490280468462,0,1,1,1,1,1,1
25188.1,8872043.46,8887478.43,1,4.15667307623356,0.604509423071086,0.606301421912831,0,0,1,0.880961167949665,1.63751257295235,1.63751257295235,0,1,1,1,1,1
1058.93,16296338.04,16297617.7,1,-0.0174962580693191,1.56894876747814,1.56877718815756,0,0,0,0.406052005062444,0.609377424922059,0,1,1,1,1,1,1
1316.04,373677.99,374322.64,1,0.0269818850886351,-0.499455126570792,-0.499441107827905,0,0,0,0.324793757878629,0.733198030155791,0,1,1,1,1,1,1
19.09,7412465.46,7412475,1,-0.197380947040448,0.414905625126022,0.41471864529076,0,0,0,0.294643029590425,0.565091546250642,0,1,1,1,1,1,1
1899.63,7573113.69,7574485.79,1,0.127938672321922,0.435774338234298,0.435761631604991,0,0,0,0.381627457808225,0.711644070001057,0,1,1,1,1,1,1
18.69,1383676.66,1383686,1,-0.197450144104986,-0.368253105334885,-0.368338609219218,0,0,0,0.317529124018679,0.704306253109166,0,1,1,1,1,1,1
245.94,579702.04,579820.97,1,-0.15813756181474,-0.472691950948781,-0.472749684708571,0,0,0,0.320924946371597,0.723301861216669,0,1,1,1,1,1,1
185.27,241274.19,241513.93,1,-0.168633026578433,-0.516654798902356,-0.516691143254192,0,0,0,0.35029676361354,0.779315315721988,0,1,1,1,1,1,1
11894.5,3701988.26,3708035.98,1,1.85697783340139,-0.0670970971050405,-0.0664373295660205,0,0,0,0.382324045328165,0.773481298616389,0,1,1,1,1,1,1
173.18,137254.42,137338.9,1,-0.170724507854072,-0.530167295975738,-0.530222055180334,0,0,0,0.322681128763904,0.733586653409702,0,1,1,1,1,1,1
176.04,5596398.99,5596943.49,1,-0.170229748842631,0.17899284757478,0.178905927397174,0,0,0,0.388464950418216,0.755184777890122,0,1,1,1,1,1,1
3687.12,3500340.45,3502112.39,1,0.437161324546307,-0.0932917853117034,-0.0931839881444246,0,0,0,0.312543815680346,0.660284939297952,0,1,1,1,1,1,1
229.05,2806846.48,2807054.96,1,-0.161059407864827,-0.18337884510844,-0.183462444209575,0,0,0,0.33018113901924,0.703292567143365,0,1,1,1,1,1,1
10.9,464526.56,464618.4,1,-0.198797756936849,-0.487653610029794,-0.48771292329209,0,0,0,0.337088921501208,0.753286397157581,0,1,1,1,1,1,1
384.54,467961.74,468153.89,1,-0.13416077895257,-0.487207369284438,-0.487253711484752,0,0,0,0.322697406886644,0.728198805100874,0,1,1,1,1,1,1
2696.25,952091.38,953518.94,1,0.265748086201155,-0.424317398044958,-0.424211428285241,0,0,0,0.346146472098083,0.760221100680155,0,1,1,1,1,1,1
271.56,2372462.23,2373889.36,1,-0.153705489831127,-0.23980673287293,-0.239724732620094,8,1,1,0.576201953134271,1.09913972260051,1.09913972260051,1,0,1,1,1,1
24.72,244487.58,244557.35,1,-0.196406998357086,-0.516237369379385,-0.516295844611377,0,0,0,0.332605632343675,0.749142822767453,0,1,1,1,1,1,1
2192.64,8010171.69,8011239.91,1,0.178627252022098,0.492549554579211,0.492490019694726,0,0,0,0.296744971927212,0.558782704170426,0,1,1,1,1,1,1
3678.48,20503589.77,20505373.1,1,0.435666667952301,2.11548407214767,2.11530707851755,0,0,0,0.253646604175886,0.272635181551777,0,1,1,1,1,1,1
401.75,2702198.13,2702703.46,1,-0.131183575250854,-0.196972996711632,-0.197016277175698,0,0,0,0.371654116124017,0.774792174262529,0,1,1,1,1,1,1
2011.02,1733363.25,1733863.11,1,0.147208324868943,-0.322827711450859,-0.322855390889826,0,0,0,0.239483542926745,0.54860198734616,0,1,1,1,1,1,1
272.49,521845.76,521981.79,1,-0.153544606656078,-0.480207664684514,-0.480262203307896,0,0,0,0.32196973917648,0.726071337351414,0,1,1,1,1,1,1
588.84,3037192.59,3038180.51,1,-0.0988183782401513,-0.153456156976753,-0.153442395634296,0,0,0,0.450052187522081,0.893730269149444,0,1,1,1,1,1,1
2.09,355966.84,355971,1,-0.200321822283283,-0.501755860965237,-0.501824734926839,0,0,0,0.322022590063054,0.728916444843435,0,1,1,1,1,1,1
15.61,36071.2,36079,1,-0.197982961501923,-0.543311316233861,-0.543374331580446,0,0,0,0.322759838495627,0.735401937241477,0,1,1,1,1,1,1
118.03,124919.99,124978.96,1,-0.180265053127151,-0.531769577438933,-0.53182744237871,0,0,0,0.322862387322998,0.734116659577467,0,1,1,1,1,1,1
0.24,274677.89,274678,1,-0.200641858706768,-0.512315552637054,-0.512383584040795,0,0,0,0.321758560245872,0.72977343403727,0,1,1,1,1,1,1
287.68,325489.17,325718.41,1,-0.150916848130274,-0.505715006680311,-0.505754132699296,0,0,0,0.33872347164655,0.7582843572402,0,1,1,1,1,1,1
34.57,422160.22,422954.7,1,-0.194703020642855,-0.493157131574399,-0.493124468220056,2,1,1,0.476340767664213,0.976844602067104,0.976844602067104,1,1,1,1,1,1
7474.53,4915370.24,4919347.03,1,1.09235546004421,0.0905250592758467,0.0908954125768208,0,0,0,0.38347494738329,0.75659805179933,0,1,1,1,1,1,1
145.43,2283705.29,2283777.66,1,-0.175525054206347,-0.251336540062393,-0.251429010278713,0,0,0,0.314548197166221,0.684377548698308,0,1,1,1,1,1,1
1212.46,120022.78,120624.65,1,0.00906330522670479,-0.532405740504788,-0.532393007707649,0,0,0,0.326988353167887,0.741168045379709,0,1,1,1,1,1,1
644.95,490643.53,491248.67,1,-0.0891117600121835,-0.484260933034924,-0.484254015356672,0,0,0,0.377793711154958,0.820697109987805,0,1,1,1,1,1,1
357.32,797037.35,797557.77,1,-0.138869639194333,-0.444459406882231,-0.444468651682902,0,0,0,0.386836532328516,0.830458463946115,0,1,1,1,1,1,1
104.48,1533727.77,1533777.98,1,-0.182609103688351,-0.348760991626763,-0.348843713348295,0,0,0,0.316958947375578,0.7008420879298,0,1,1,1,1,1,1
1281.94,7415981.04,7416679.09,1,0.0210828353368314,0.415362310085633,0.41526469909578,0,0,0,0.3101841737702,0.592997459408025,0,1,1,1,1,1,1
16.68,362167.67,362176,1,-0.197797859354286,-0.500950353538836,-0.501018790272907,0,0,0,0.321490488976212,0.727878197539439,0,1,1,1,1,1,1
1598.12,14192145.95,14195275.97,1,0.0757796550003293,1.29560756072525,1.29571174447798,2,1,1,0.73033535908732,1.17098652328696,1.17098652328696,1,1,1,1,1,1
1482.74,2312847.14,2313714.81,1,0.0558197617345491,-0.247550921589693,-0.247540583848985,0,0,0,0.343945599371132,0.734652608332908,0,1,1,1,1,1,1
2241.85,184037.58,185311,1,0.187140220886797,-0.524090015545455,-0.52399113535231,0,0,0,0.361193191518386,0.798020755274592,0,1,1,1,1,1,1
36.22,20409195.9,20409676.4,1,-0.194417582751639,2.10322200992507,2.10287738572723,0,0,0,0.328160088715084,0.413964110949564,0,1,1,1,1,1,1
58.73,107404.64,107433.98,1,-0.190523517944803,-0.534044876794183,-0.53410629537377,0,0,0,0.322669834603209,0.734076353912542,0,1,1,1,1,1,1
0.12,641458.45,641840.5,1,-0.200662617826129,-0.464669597992343,-0.464694195805609,0,0,0,0.393805406311514,0.844284956654292,0,1,1,1,1,1,1
0.08,33501.97,33998.8,1,-0.200669537532583,-0.543645067335751,-0.543644521116161,0,0,0,0.419693698209804,0.895282725896323,0,1,1,1,1,1,1
